"id","gen","sp","ssp","en","lat","lng","file","q","rec_length","species"
"134994","Cyanocitta","cristata","","Blue Jay",29.7833,-93.2517,"//www.xeno-canto.org/134994/download","A",25,"Cyanocitta cristata"
"122442","Cyanocitta","cristata","","Blue Jay",29.509,-98.657,"//www.xeno-canto.org/122442/download","A",23,"Cyanocitta cristata"
"33617","Cyanocitta","cristata","","Blue Jay",36.0403,-93.3406,"//www.xeno-canto.org/33617/download","A",59,"Cyanocitta cristata"
"297542","Aphelocoma","wollweberi","couchii","Mexican Jay",29.269,-103.304,"//www.xeno-canto.org/297542/download","A",12,"Aphelocoma wollweberi"
"297541","Aphelocoma","wollweberi","couchii","Mexican Jay",29.269,-103.304,"//www.xeno-canto.org/297541/download","A",24,"Aphelocoma wollweberi"
"165770","Aphelocoma","wollweberi","couchii","Mexican Jay",29.242,-103.3034,"//www.xeno-canto.org/165770/download","A",43,"Aphelocoma wollweberi"
"109418","Aphelocoma","wollweberi","","Mexican Jay",29.2551,-103.2976,"//www.xeno-canto.org/109418/download","A",8,"Aphelocoma wollweberi"
"109414","Aphelocoma","wollweberi","","Mexican Jay",29.2723,-103.2934,"//www.xeno-canto.org/109414/download","A",105,"Aphelocoma wollweberi"
"71053","Aphelocoma","wollweberi","couchii","Mexican Jay",29.2501,-103.3095,"//www.xeno-canto.org/71053/download","A",15,"Aphelocoma wollweberi"
"34620","Aphelocoma","wollweberi","couchii","Mexican Jay",29.242,-103.3034,"//www.xeno-canto.org/34620/download","A",6,"Aphelocoma wollweberi"
"34619","Aphelocoma","wollweberi","couchii","Mexican Jay",29.242,-103.3034,"//www.xeno-canto.org/34619/download","A",24,"Aphelocoma wollweberi"
