"id","gen","sp","ssp","en","lat","lng","file","q","rec_length","species"
"91642","Cygnus","buccinator","","Trumpeter Swan",48.328,-122.379,"//www.xeno-canto.org/91642/download","A",33,"Cygnus buccinator"
"91641","Cygnus","buccinator","","Trumpeter Swan",48.328,-122.379,"//www.xeno-canto.org/91641/download","A",11,"Cygnus buccinator"
"41300","Cygnus","buccinator","","Trumpeter Swan",46.9928,-123.4217,"//www.xeno-canto.org/41300/download","A",11,"Cygnus buccinator"
"344607","Cygnus","columbianus","","Tundra Swan",48.2174,-122.2972,"//www.xeno-canto.org/344607/download","A",41,"Cygnus columbianus"
"135447","Cygnus","columbianus","columbianus","Tundra Swan",42.0348,-121.7715,"//www.xeno-canto.org/135447/download","A",60,"Cygnus columbianus"
"92087","Cygnus","columbianus","columbianus","Tundra Swan",45.792,-122.7528,"//www.xeno-canto.org/92087/download","A",53,"Cygnus columbianus"
"92086","Cygnus","columbianus","columbianus","Tundra Swan",45.792,-122.7528,"//www.xeno-canto.org/92086/download","A",14,"Cygnus columbianus"
"92085","Cygnus","columbianus","columbianus","Tundra Swan",45.792,-122.7528,"//www.xeno-canto.org/92085/download","A",8,"Cygnus columbianus"
"72962","Cygnus","columbianus","","Tundra Swan",39.9592,-74.5092,"//www.xeno-canto.org/72962/download","A",28,"Cygnus columbianus"
"72959","Cygnus","columbianus","","Tundra Swan",39.9592,-74.5092,"//www.xeno-canto.org/72959/download","A",13,"Cygnus columbianus"
"72958","Cygnus","columbianus","","Tundra Swan",39.9592,-74.5092,"//www.xeno-canto.org/72958/download","A",40,"Cygnus columbianus"
"72957","Cygnus","columbianus","","Tundra Swan",39.9592,-74.5092,"//www.xeno-canto.org/72957/download","A",10,"Cygnus columbianus"
"72955","Cygnus","columbianus","","Tundra Swan",39.9592,-74.5092,"//www.xeno-canto.org/72955/download","A",11,"Cygnus columbianus"
"315549","Alopochen","aegyptiaca","","Egyptian Goose",25.7054,-80.157,"//www.xeno-canto.org/315549/download","A",110,"Alopochen aegyptiaca"
"212892","Alopochen","aegyptiaca","","Egyptian Goose",33.6377,-117.6409,"//www.xeno-canto.org/212892/download","A",25,"Alopochen aegyptiaca"
"212890","Alopochen","aegyptiaca","","Egyptian Goose",33.6379,-117.641,"//www.xeno-canto.org/212890/download","A",15,"Alopochen aegyptiaca"
"212888","Alopochen","aegyptiaca","","Egyptian Goose",33.6375,-117.641,"//www.xeno-canto.org/212888/download","A",2,"Alopochen aegyptiaca"
"195342","Alopochen","aegyptiaca","","Egyptian Goose",34.1819,-118.4936,"//www.xeno-canto.org/195342/download","A",58,"Alopochen aegyptiaca"
"104211","Alopochen","aegyptiaca","","Egyptian Goose",25.704,-80.159,"//www.xeno-canto.org/104211/download","A",69,"Alopochen aegyptiaca"
"512410","Aix","sponsa","","Wood Duck",40.5874,-74.2621,"//www.xeno-canto.org/512410/download","A",46,"Aix sponsa"
"450846","Aix","sponsa","","Wood Duck",38.2443,-121.4127,"//www.xeno-canto.org/450846/download","A",38,"Aix sponsa"
"389582","Aix","sponsa","","Wood Duck",38.5692,-121.3712,"//www.xeno-canto.org/389582/download","A",7,"Aix sponsa"
"379663","Aix","sponsa","","Wood Duck",44.4168,-69.9973,"//www.xeno-canto.org/379663/download","A",42,"Aix sponsa"
"356971","Aix","sponsa","","Wood Duck",31.9237,-81.0559,"//www.xeno-canto.org/356971/download","A",17,"Aix sponsa"
"347194","Aix","sponsa","","Wood Duck",42.5759,-82.8087,"//www.xeno-canto.org/347194/download","A",11,"Aix sponsa"
"332246","Aix","sponsa","","Wood Duck",42.0332,-79.4311,"//www.xeno-canto.org/332246/download","A",10,"Aix sponsa"
"182950","Aix","sponsa","","Wood Duck",40.1362,-75.2178,"//www.xeno-canto.org/182950/download","A",66,"Aix sponsa"
"363099","Spatula","discors","","Blue-winged Teal",28.2267,-80.7645,"//www.xeno-canto.org/363099/download","A",5,"Spatula discors"
"346077","Spatula","discors","","Blue-winged Teal",28.2267,-80.7645,"//www.xeno-canto.org/346077/download","A",10,"Spatula discors"
"309454","Spatula","discors","","Blue-winged Teal",34.9878,-90.2088,"//www.xeno-canto.org/309454/download","A",2,"Spatula discors"
"308712","Spatula","discors","","Blue-winged Teal",34.3398,-90.1667,"//www.xeno-canto.org/308712/download","A",16,"Spatula discors"
"184982","Spatula","discors","","Blue-winged Teal",40.6409,-104.3397,"//www.xeno-canto.org/184982/download","A",29,"Spatula discors"
"173322","Spatula","discors","","Blue-winged Teal",28.5785,-80.9961,"//www.xeno-canto.org/173322/download","A",5,"Spatula discors"
"173319","Spatula","discors","","Blue-winged Teal",28.7599,-80.798,"//www.xeno-canto.org/173319/download","A",24,"Spatula discors"
"173315","Spatula","discors","","Blue-winged Teal",28.5785,-80.9961,"//www.xeno-canto.org/173315/download","A",5,"Spatula discors"
"173312","Spatula","discors","","Blue-winged Teal",28.7599,-80.798,"//www.xeno-canto.org/173312/download","A",13,"Spatula discors"
"173306","Spatula","discors","","Blue-winged Teal",28.6902,-80.7137,"//www.xeno-canto.org/173306/download","A",83,"Spatula discors"
"110081","Spatula","discors","","Blue-winged Teal",48.731,-102.703,"//www.xeno-canto.org/110081/download","A",86,"Spatula discors"
"110080","Spatula","discors","","Blue-winged Teal",48.731,-102.703,"//www.xeno-canto.org/110080/download","A",30,"Spatula discors"
"110079","Spatula","discors","","Blue-winged Teal",48.731,-102.703,"//www.xeno-canto.org/110079/download","A",23,"Spatula discors"
